timestamp,gaze_x,gaze_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_pupil_size,right_pupil_size,confidence
2025-02-24 15:19:38.094967,998.5573172702461,519.663113620002,965.3759362614742,520.5779895887365,1027.7309631054052,521.9607902530155,2.754728411344512,2.7275644301589947,0.8453849737086416
2025-02-24 15:19:38.103300,957.2356536270761,535.862994007703,925.5407063562055,537.3302543080426,986.6953334203853,533.3832306887575,2.9691919156182207,3.0073758792273764,0.8611901788129451
2025-02-24 15:19:38.111634,949.7361008623008,550.4876751867428,919.045909971424,545.1288324982736,981.0982088771234,555.3430214673871,2.8689701074354566,3.0476723327026716,0.8381587771749204
2025-02-24 15:19:38.119967,956.6504771406037,544.8223949300394,925.5990716563498,545.7180918832046,988.0469129148366,542.6694871296199,3.114379409049894,3.2812954211176377,0.9770388610860564
2025-02-24 15:19:38.128300,958.9972982520255,511.2507224676739,928.3465636032853,509.56557264439215,988.7700913516812,510.7965962710783,3.0126145424934974,2.997200767335027,0.8662521179009929
2025-02-24 15:19:38.136634,981.708443063688,551.5371462014647,950.3749971866647,556.0533232746359,1010.6026133658064,547.6522806352962,2.770553722666537,2.855057004175633,0.9265396836552033
2025-02-24 15:19:38.144967,940.9700298955535,544.4098045889889,908.2524932057888,541.8438765920989,969.3124546409232,546.9954677494032,3.123331169704106,3.1756018990451147,0.8631373229536825
2025-02-24 15:19:38.153300,955.5810053057089,555.9305668760926,925.9486029152365,555.0312450755881,985.7748462831746,560.2468820715512,3.1119237711345513,3.064030227555415,0.9369095776008647
2025-02-24 15:19:38.161634,986.1033624583499,537.3732693773718,956.8919274597898,541.6332437286593,1014.6872847375586,535.5583862044741,3.0956736847008406,3.2260775792850884,0.938448107560961
2025-02-24 15:19:38.169967,953.3896779714904,523.8216199787091,924.9181265099487,523.630441928748,983.9097302793557,526.1196597161172,3.263828050429725,3.156152335688221,0.8495401764873723
2025-02-24 15:19:38.178300,952.1437383738108,539.0776184281557,921.4236004240524,538.0007592332577,982.704798177638,536.5260980976176,2.8155524171944997,3.069801762255279,0.8359173539923647
2025-02-24 15:19:38.186634,993.4008795353735,541.8573459873498,965.0652561297163,543.8361692089508,1018.4824360395974,542.8698439462149,3.130470581220999,3.028038213014077,0.8731163900820517
